id,compound,formula
LMPK12111888,Kaempferol 3-(2''_4''-diacetylrhamnoside),C25H24O12
LMPK12111889,Kaempferol 3-(3''_4''-diacetylrhamnoside),C25H24O12
LMPK12111890,Platanoside,C39H32O14
LMPK12111891,Kaempferol 3-(2''_4''-di-(E)-p-coumarylrhamnoside),C39H32O14
LMPK12111892,Kaempferol 3-(3''_4''-di-p-coumarylrhamnoside),C39H32O14
LMPK12111893,Kaempferol 3-(2''_3''-diacetyl-4''-p-coumarylrhamnoside,C34H30O14
LMPK12111894,Kaempferol 7-(6''-p-succinylglucoside),C25H24O14
LMPK12111895,Kaempferol 7-(6''-galloylglucoside),C28H24O15
LMPK12111896,Kaempferol 7-(6''-p-coumarylglucoside),C30H26O13
LMPK12111897,-,C36H36O17
LMPK12111898,Kaempferol 3-(6-[4-glucosyl-p-coumaryl]glucosyl)(1->2)-rhamnoside,C42H46O22
LMPK12111899,Multiflorin A,C29H32O16
LMPK12111900,Kaempferol 3-(3''-acetyl-alpha-L-arabinofuranoside)-7-rhamnoside,C28H30O15
LMPK12111901,Sutchuenoside A,C29H32O15
LMPK12111902,Kaempferol 3-(2''-p-coumaryl-rhamnoside)-7-rhamnoside,C36H36O16
LMPK12111903,Sagittain B,C34H40O19
LMPK12111904,Kaempferol 3-rhamnoside-7-[6'''-ferulyglucosyl-(1->3)-rhamnoside],C43H48O22
LMPK12111905,Kaempferol 5-glucuronide,C21H18O12
LMPK12111906,Artabotryside B,C26H28O14
LMPK12111907,Kaempferol 3-rhamnoside-(1->2)-rhamnoside,C27H30O14
LMPK12111908,Kaempferol 7-sophoroside,C27H30O16
LMPK12111909,Kaempferol 3_5-diglucoside,C27H30O16
LMPK12111910,Kaempferol 7-rhamnoside-4'-glucoside,C27H30O15
LMPK12111911,Kaempferol 7_4'-diglucoside,C27H30O16
LMPK12111912,Kaempferol 3-xylosyl-(1->3)-rhamnosyl-(1->6)-galactoside,C32H38O19
LMPK12111913,Kaempferol 3-xylosyl-(1->6)-glucosyl-(1->2)-rhamnoside,C32H38O19
LMPK12111914,Kaempferol 3-rhamnosyl-(1->3)-rhamnosyl-(1->6)-glucoside,C33H40O19
LMPK12111915,Kaempferol 3-rhamnosyl-(1->2)-glucosyl-(1->6)-galactoside,C33H40O20
LMPK12111916,Kaempferol 3-rhamnosyl-(1->6)-glucosyl-(1->6)-galactoside,C33H40O20
LMPK12111917,Kaempferol 3-glucosyl-(1->4)-rhamnosyl-(1->2)-glucoside,C33H40O20
LMPK12111918,Kaempferol 3-glucosyl-(1->2)-galactosyl-(1->2)-glucoside,C33H40O21
LMPK12111919,Kaempferol 3-rhamnosyl-(1->2)-[glucosyl-(1->4)-glucoside],C33H40O20
LMPK12111920,Kaempferol 3-glucosyl-(1->2)-[glucosyl-(1->3)-rhamnoside],C33H40O20
LMPK12111921,Kaempferol 7-(3G-glucosylgentiobioside),C33H40O21
LMPK12111922,Kaempferol 3-robinobioside-7-alpha-L-arabinofuranoside,C32H38O19
LMPK12111923,Kaempferol 3-xylosyl-(1->4)-rhamnoside-7-rhamnoside,C32H38O18
LMPK12111924,Kaempferol 3-rhamnoside-7-xylosyl-(1->2)-rhamnoside,C32H38O18
LMPK12111925,Kaempferol 3-apiosyl-(1->4)-rhamnoside-7-rhamnoside,C32H38O18
LMPK12111926,Depressonol A,C32H38O20
LMPK12111927,Kaempferol 3-apioside-7-rhamnosyl-(1->6)-galactoside,C32H38O19
LMPK12111928,Kaempferol 3-glucosyl-(1->2)-rhamnoside-7-glucoside,C33H40O20
LMPK12111929,Kaempferol 3-neohesperidoside-4'-glucoside,C33H40O20
LMPK12111930,Kaempferol 3-gentiobioside-4'-glucoside,C33H40O21
LMPK12111931,Kaempferol 3-rhamnoside-7_4'-digalactoside,C33H40O20
LMPK12111932,Kaempferol 3-rhamnosyl-(1->2)-[xylosyl-(1->3)-rhamnosyl-(1->6)-galactoside],C38H48O23
LMPK12111933,Kaempferol 3-glucosyl-(1->3)-rhamnosyl-(1->2)-[rhamnosyl-(1->6)-galactoside],C39H50O24
LMPK12111934,Kaempferol 3-sophoroside-7-cellobioside,C39H50O26
LMPK12111935,Astrasikokioside I,C39H50O23
LMPK12111936,Loropetalin D,C35H28O19
LMPK12111937,Kaempferol 3-(2''-(E)-p-coumaroyl-alpha-L-arabinofuranoside),C29H24O12
LMPK12111938,Kaempferol 3-(2''-(Z)-p-coumaroylrhamnoside),C30H26O12
LMPK12111939,Kaempferol 3-(2''-(Z)-p-coumaroylglucoside),C30H26O13
LMPK12111940,Kaempferol 3-(4''-p-coumaroylglucoside),C30H26O13
LMPK12111941,Kaempferol 3-(6''-caffeoylglucoside),C30H26O14
LMPK12111942,Kaempferol 3-(5''-feruloylapioside),C30H26O13
LMPK12111943,Kaempferol 3-(2''_4''-di-(Z)-p-coumaroylrhamnoside),C39H32O14
LMPK12111944,Stenopalustroside A,C39H32O15
LMPK12111945,Kaempferol 3-(2''-(E)-p-coumaroyl-6''-acetylglucoside),C32H28O14
LMPK12111946,Kaempferol 3-(3''-acetyl-6''-p-coumaroylglucoside),C32H28O14
LMPK12111947,Kaempferol 3-(3''_4''-diacetylglucoside),C25H24O13
LMPK12111948,Kaempferol 3-(6G-malonylneohesperidoside),C30H32O18
LMPK12111949,Kaempferol 3-(2''-(E)-feruloylgalactosyl-(1->4)-glucoside),C37H38O19
LMPK12111950,Kaempferol 3-(2G-(E)-p-coumaroylrutinoside),C36H36O17
LMPK12111951,Kaempferol 3-(6''-caffeoylglucosyl)-(1->4)-rhamnoside,C36H36O18
LMPK12111952,Kaempferol 3-(6''-(E)-feruloylglucosyl)-(1->2)-galactoside,C37H38O19
LMPK12111953,Kaempferol 3-(3''-acetyl-alpha-L-arabinopyranosyl)-(1->6)-glucoside,C28H30O16
LMPK12111954,Kaempferol 3-(6''-acetylglucosyl)-(1->3)-galactoside,C29H32O17
LMPK12111955,Kaempferol 3-(2''-feruloylglucosyl)-(1->2)-(6''-malonylglucoside),C40H40O22
LMPK12111956,Kaempferol 3-(2''-(E)-p-coumaroyl-alpha-L-arabinofuranoside)-7-rhamnoside,C35H34O16
LMPK12111957,Kaempferol 3-(3''-p-coumaroylrhamnoside)-7-rhamnoside,C36H36O16
LMPK12111958,Kaempferol 3-(2''_3''-diacetylrhamnoside)-7-rhamnoside,C31H34O16
LMPK12111959,Kaempferol 3-(4''_6''-diacetylglucoside)-7-rhamnoside,C31H34O17
LMPK12111960,Kaempferol 3-rhamnosyl-(1->3)(4'''-acetylrhamnosyl)(1->6)-glucoside,C35H42O20
LMPK12111961,Kaempferol 3-[2Gal-(6'''-feruloylglucosyl)-robinobioside],C43H48O23
LMPK12111962,Kaempferol 3-[2Gal-(4'''-acetylrhamnosyl)-robinobioside],C35H42O20
LMPK12111963,Kaempferol 3-O-[2''-(4'''-acetyl-rhamnosyl)-6''-glucosyl] glucoside,C35H42O21
LMPK12111964,Kaempferol 3-neohesperidoside-7-(6''-malonylglucoside),C37H44O24
LMPK12111965,Kaempferol 3-(4'''-p-coumaroylglucosyl)-(1->2)-rhamnoside-7-glucoside,C42H46O22
LMPK12111966,Kaempferol 3-glucosyl-(1->2)-rhamnoside-7-(6''-(E)-p-coumaroylglucoside),C42H46O22
LMPK12111967,Kaempferol 3-(6'''-(E)-p-coumaroylglucosyl)-(1->2)-glucoside-7-rhamnoside,C42H46O22
LMPK12111968,Kaempferol 3-apioside-7-rhamnosyl-(1->6)-(2''-(E)-caffeoylglactoside),C41H44O22
LMPK12111969,4''''-Acetylsagittatin A,C34H40O19
LMPK12111970,Kaempferol 3-glucosyl-(1->2)-(6''-acetylgalactoside)-7-glucoside,C35H42O22
LMPK12111971,Kaempferol 3-rhamnosyl-(1->2)-[glucosyl-(1->3)-(4'''-p-coumaroylrhamnosyl)-(1->6)-galactoside],C48H56O26
LMPK12111972,Kaempferol 3-(2'''-(E)-caffeoylglucosyl)-(1->2)-glucoside-7-cellobioside,C48H56O29
LMPK12111973,Kaempferol 3-glucosyl-(1->6)-[rhamnosyl-(1->3)-(2''-(E)-p-coumaroylglucoside)]-7-rhamnosyl-(1->3)-rhamnosyl-(1->3)-(4''-(E)-p-coumaroylrhamnoside),C69H82O36
LMPK12111974,Kaempferol 3-glucuronide-7-sulfate,C21H18O15S
LMPK12111975,Kaempferol 3-sulfate-7-alpha-arabinopyranoside,C20H18O13S
LMPK12111976,8-C-p-Hydroxybenzylkaempferol,C22H16O7
LMPK12111977,Lilaline,C20H17NO7
LMPK12111978,Licoflavonol,C20H18O6
LMPK12111979,3_5_7_4'-Tetrahydroxy-6-(3-hydroxy-3-methylbutyl)flavone,C20H20O7
LMPK12111980,Macarangin,C25H26O6
LMPK12111981,Noranhydroicaritin,C20H18O6
LMPK12111982,Noricaritin,C20H20O7
LMPK12111983,3_5_7_4'-Tetrahydroxy-8-C-(3-methylsuccinoyl)flavone,C20H16O9
LMPK12111984,Isolicoflavonol,C20H18O6
LMPK12111985,Glyasperin A,C25H26O6
LMPK12111986,Broussoflavonol F,C25H26O6
LMPK12111987,Isomacarangin,C25H26O6
LMPK12111988,3_5_7-Trihydroxy-2-(4-hydroxyphenyl)-6_8-bis(3-methyl-2-butenyl)-4H-1-benzopyran-4-one,C25H26O6
LMPK12111989,6-C-Methylkaempferol,C16H12O6
LMPK12111990,8-C-Methylkaempferol,C16H12O6
LMPK12111991,Calomelanol D,C24H16O7
LMPK12111992,Kaempferol 3-p-coumarate,C24H16O8
LMPK12111993,3_5_4'-Trihydroxy-6''_6''-dimethylpyrano[2_3:7_6]flavone,C20H16O6
LMPK12111994,Citrusinol,C20H16O6
LMPK12111995,Glycyrrhiza flavonol A,C20H18O7
LMPK12111996,Denticulaflavonol,C35H42O6
LMPK12111997,Kaempferol 3-O-sulfate,C15H10O9S
LMPK12111998,Kaempferol 7-O-sulfate,C15H10O9S
LMPK12111999,Kaempferol 3_7-di-O-sulfate,C15H10O12S2
LMPK12112000,Kaempferol 3_7_4'-tri-O-sulfate,C15H10O15S3
LMPK12112001,Kaempferol 8-C-sulfate,C15H10O9S
LMPK12112002,Kaempferide 3-galactoside,C22H22O11
LMPK12112003,Icariside II,C27H30O10
LMPK12112004,Icariside I,C27H30O11
LMPK12112005,Sagittatoside B,C32H38O14
LMPK12112006,Sagittatoside A,C33H40O15
LMPK12112007,Anhydroicaritin 3-rhamnosyl-(1->2)-rhamnoside,C33H40O14
LMPK12112008,Anhydroicaritin 3_7-diglucoside,C33H40O16
LMPK12112009,Icariin,C33H40O15
LMPK12112010,Cuhuoside,C33H40O16
LMPK12112011,Epimedin B,C38H48O19
LMPK12112012,Anhydroicaritin 3-galactosyl-(1->3)-rhamnoside-7-glucoside,C39H50O20
LMPK12112013,Epimedin A,C39H50O20
LMPK12112014,Hexandraside F,C39H50O20
LMPK12112015,Epimedin C,C39H50O19
LMPK12112016,Hexandraside D,C39H50O19
LMPK12112017,Acuminatoside,C45H60O24
LMPK12112018,Icaritin 3-rhamnoside,C27H32O11
LMPK12112019,Sagittatoside C,C35H42O16
LMPK12112020,Epimedokoreanoside II,C35H42O16
LMPK12112021,Epimedoside,C37H44O17
LMPK12112022,Sempervirenoside B,C40H50O20
LMPK12112023,Sempervirenoside A,C42H52O21
LMPK12112024,Anhydroicaritin 3-(6'''-acetylgalactosyl)(1->3)-rhamnoside-7-glucoside,C41H52O21
LMPK12112025,Epimedokoreanoside I,C43H54O22
LMPK12112026,8-Prenylkaempferol 4'-methyl ether 3-rhamnosyl-(1->6)-galactoside-7-galactoside,C39H50O20
LMPK12112027,8-Prenylkaempferol 4'-methyl ether 3-[4'''-_6'''-diacetylglucosyl-(1->3)-4''-acetylrhamnoside],C39H46O18
LMPK12112028,Epimedin K,C45H56O23
LMPK12112029,Caohuoside B,C45H56O23
LMPK12112030,Wanepimedoside A,C33H42O15
LMPK12112031,Caohuoside D,C28H34O12
LMPK12112032,Kaempferide 3-glucoside,C22H22O11
LMPK12112033,Kaempferide 3_7-diglucoside,C28H32O16
LMPK12112034,Kaempferide 3-glucoside-7-rhamnoside,C28H32O15
LMPK12112035,6''_6''-Dimethylpyraono[2''_3'':7_8]kaempferol 4'-methyl ether 3-rhamnoside,C27H28O10
LMPK12112036,Kaempferide 3-alpha-L-arabinopyranoside,C21H20O10
LMPK12112037,Kaempferide 3-rhamnoside,C22H22O10
LMPK12112038,Kaempferide 3-glucuronide,C22H20O12
LMPK12112039,Kaempferide 3-O-sulfate,C16H12O9S
LMPK12112040,6-beta-D-Glucopyranosyl-3_5_7_3'_4'-pentahydroxyflavone,C21H20O12
LMPK12112041,Hyperin,C21H20O12
LMPK12112042,Quercetin 3-apiosyl-(1->2)-galactoside,C26H28O16
LMPK12112043,Quercetin 3-alpha-L-arabinopyranosyl-(1->6)-galactoside,C26H28O16
LMPK12112044,Quercetin 3-lathyroside,C26H28O16
LMPK12112045,Quercetin 3-galactosyl-(1->4)-galactoside,C27H30O17
LMPK12112046,Quercetin 3-glucosyl-(1->2)-galactoside,C27H30O17
LMPK12112047,2-(3_4-Dihydroxyphenyl)-3-[(4-O-beta-D-glucopyranosyl-beta-D-galactopyranosyl)oxy]-5_7-dihydroxy-4H-1-benzopyran-4-one,C27H30O17
LMPK12112048,Quercetin 3-glucosyl-(1->6)-galactoside,C27H30O17
LMPK12112049,Quercetin 3-rhamnosyl-(1->2)-galactoside,C27H30O16
LMPK12112050,Quercetin 3-robinobioside,C27H30O16
LMPK12112051,Quercetin 3_5-digalactoside,C27H30O17
LMPK12112052,Quercetin 3-galactoside-7-xyloside,C26H28O16
LMPK12112053,-,C27H30O17
LMPK12112054,Quercetin 3-galactoside-7-rhamnoside,C27H30O16
LMPK12112055,Quercetin 3-glucosyl-(1->3)-rhamnosyl-(1->6)-galactoside,C33H40O21
LMPK12112056,-,C33H40O20
LMPK12112057,Quercetin 3-isorhamninoside,C33H40O20
LMPK12112058,Quercetin 3-(2Gal-apiosylrobinobioside),C32H38O20
LMPK12112059,Quercetin 3-rhamnosyl-(1->2)[glucosyl-(1->6)-galactoside],C33H40O21
LMPK12112060,Quercetin 3-(2Gal-rhamnosyl-robinobioside),C33H40O20
LMPK12112061,Quercetin 3-rhamnosyl-(1->2)-galactoside-7-glucoside,C33H40O21
LMPK12112062,Quercetin 3-robinobioside-7-glucoside,C33H40O21
LMPK12112063,Quercetin 3-robinobioside-7-rhamnoside,C33H40O20
LMPK12112064,Quercetin 3-galactoside-7-neohesperidoside,C33H40O21
LMPK12112065,Quercetin 3-galactoside-7-glucosyl-(1->4)-rhamnoside,C33H40O21
LMPK12112066,-,C23H22O13
LMPK12112067,Quercetin 3-(6''-acetylgalactoside),C23H22O13
LMPK12112068,Quercetin 3-(6''-malonylgalactoside),C24H22O15
LMPK12112069,Quercetin 3-[6''-(3-hydroxy-3-methylglutaryl)galactoside],C27H28O16
LMPK12112070,Quercetin 3-(6''-p-hydroxybenzoylgalactoside),C28H24O14
LMPK12112071,Quercetin 3-(2''-galloylgalactoside),C28H24O16
LMPK12112072,Quercetin 3-(6''-galloylgalactoside),C28H24O16
LMPK12112073,Quercetin 3-(6''-caffeylgalactoside),C30H26O15
LMPK12112074,Quercetin 3-(3''_6''-diacetylgalactoside),C25H24O14
LMPK12112075,Quercetin 3-(2''_3''_4''-triacetylgalactoside),C27H26O15
LMPK12112076,Quercetin 3-(2'''_3'''_4'''-triacetyl-alpha-L-arabinopyranosyl)(1->6)-galactoside,C32H34O19
LMPK12112077,Quercetin 3-(6'''-sinapylglucosyl)(1->2)-galactoside,C38H40O21
LMPK12112078,Variabiloside E,C36H36O18
LMPK12112079,Variabiloside F,C36H36O18
LMPK12112080,Quercetin 3-(6''-acetylgalactoside)-7-rhamnoside,C29H32O17
LMPK12112081,Faratroside,C35H42O22
LMPK12112082,Variabiloside A,C42H46O23
LMPK12112083,Variabiloside B,C42H46O23
LMPK12112084,Quercetin 3-(4''-(E)-p-coumarylrobinobioside)-7-rhamnoside,C42H46O22
LMPK12112085,Quercetin 7-(6''-tiglylglucoside),C26H26O13
LMPK12112086,Isoquercitrin,C21H20O12
LMPK12112087,Quercetin 3-apiosyl-(1->2)-glucoside,C26H28O16
LMPK12112088,Quercetin 3-alpha-arabinopyranosyl-(1->2)-glucoside,C26H28O16
LMPK12112089,Quercetin 3-vicianoside,C26H28O16
LMPK12112090,Quercetin 3-sambubioside,C26H28O16
LMPK12112091,Quercetin 3-xylosyl-(1->6)-glucoside,C26H28O16
LMPK12112092,Quercetin 3-galactosyl-(1->2)-glucoside,C27H30O17
LMPK12112093,Quercetin 3-galactosyl-(1->6)-glucoside,C27H30O17
LMPK12112094,Quercetin 3-sophoroside,C27H30O17
LMPK12112095,Quercetin 3-laminaribioside,C27H30O17
LMPK12112096,Quercetin 3-gentiobioside,C27H30O17
LMPK12112097,Quercetin 3-neohesperidoside,C27H30O16
LMPK12112098,3_3'_4'_5_7-Pentahydroxyflavone 3-rutinoside,C27H30O16
LMPK12112099,Quercetin 3-glucoside-7-alpha-L-arabionopyranoside,C26H28O16
LMPK12112100,Quercetin 3_7-diglucoside,C27H30O17
LMPK12112101,Quercetin 3-glucoside-7-rhamnoside,C27H30O16
LMPK12112102,Quercetin 3-glucoside-7-glucuronide,C27H28O18
LMPK12112103,Quercetin 3_3'-diglucoside,C27H30O17
LMPK12112104,Quercetin 3_4'-diglucoside,C27H30O17
LMPK12112105,Quercetin 3-sophorotrioside,C33H40O22
LMPK12112106,Quercetin 3-(2R-apiosylrutinoside),C32H38O20
LMPK12112107,Quercetin 3-(3R-glucosylrutinoside),C33H40O21
LMPK12112108,Quercetin 3-rhamnosyl-(1->2)-rhamnosyl-(1->6)-glucoside,C33H40O20
LMPK12112109,Quercetin 3-rhamnosyl-(1->4)-rhamnosyl-(1->6)-glucoside,C33H40O20
LMPK12112110,Quercetin 3-(2G-apiosylrutinoside),C32H38O20
LMPK12112111,Quercetin 3-(2G-xylosylrutinoside),C32H38O20
LMPK12112112,Quercetin 3-(2G-glucosylgentiobioside),C33H40O22
LMPK12112113,Quercetin 3-(2G-glucosylrutinoside),C33H40O21
LMPK12112114,Quercetin 3-(2G-rhamnosylgentiobioside),C33H40O21
LMPK12112115,Manghaslin,C33H40O20
LMPK12112116,Quercetin 3-sambubioside-7-glucoside,C32H38O21
LMPK12112117,Quercetin 3-sambubioside-7-rhamnoside,C32H38O20
LMPK12112118,Quercetin 3-sophoroside-7-glucoside,C33H40O22
LMPK12112119,Quercetin 3-sophoroside-7-rhamnoside,C33H40O21
LMPK12112120,Quercetin 3-sophoroside-7-glucuronide,C33H38O23
LMPK12112121,Quercetin 3-gentiobioside-7-glucoside,C33H40O22
LMPK12112122,Quercetin 3-gentiobioside-7-glucuronide,C33H38O23
LMPK12112123,Quercetin 3-neohesperidoside-7-glucoside,C33H40O21
LMPK12112124,Quercetin 3-neohesperidoside-7-rhamnoside,C33H40O20
LMPK12112125,Quercetin 3-rutinoside-7-galactoside,C33H40O21
LMPK12112126,Quercetin 3-rutinoside-7-glucoside,C33H40O21
LMPK12112127,Quercetin 3-rutinoside-7-rhamnoside,C33H40O20
LMPK12112128,Quercetin 3-rutinoside-7-glucuronide,C33H38O22
LMPK12112129,Quercetin 3-sambubioside-3'-glucoside,C32H38O21
LMPK12112130,Quercetin 3-rutinoside-4'-glucoside,C33H40O21
LMPK12112131,Quercetin 3-glucoside-7-sophoroside,C33H40O22
LMPK12112132,Quercetin 3-glucoside-7-neohesperidoside,C33H40O21
LMPK12112133,Quercetin 3-glucoside-7-rutinoside,C33H40O21
LMPK12112134,Quercetin 3-glucoside-7-glucosyl-(1->4)-rhamnoside,C33H40O21
LMPK12112135,Quercetin 3_7_4'-triglucoside,C33H40O22
LMPK12112136,Quercetin 3-(2G-rhamnosylrutinoside)-7-glucoside,C39H50O25
LMPK12112137,Quercetin 3-rutinoside-7_3'-diglucoside,C39H50O26
LMPK12112138,Quercetin 3-(6''-acetylglucoside),C23H22O13
LMPK12112139,Quercetin 3-(6''-malonylglucoside),C24H22O15
LMPK12112140,Quercetin 3-(2''-galloylglucoside),C28H24O16
LMPK12112141,Quercetin 3-(6''-galloylglucoside),C28H24O16
LMPK12112142,Quercetin 3-(2''-p-coumarylglucoside),C30H26O14
LMPK12112143,-,C30H26O14
LMPK12112144,Helichrysoside,C30H26O14
LMPK12112145,Quercetin 3-(6''-ferulylglucoside),C31H28O15
LMPK12112146,Quercetin 3-(3''_6''-di-p-coumarylglucoside),C39H32O16
LMPK12112147,Quercetin 3-(2'''_3'''_5'''-triacetyl-alpha-L-arabinofuranosyl)(1->6)-glucoside,C32H34O19
LMPK12112148,Quercetin 3-(2'''_3'''_4'''-triacetyl-alpha-L-arabinopyranosyl)(1->6)-glucoside,C32H34O19
LMPK12112149,Quercetin 3-(2'''-caffeylsophoroside),C36H36O20
LMPK12112150,Quercetin 3-(6''-malonylglucoside)-7-rhamnoside,C30H32O19
LMPK12112151,Quercetin 3-(6''''-p-coumarylsophorotrioside),C42H46O24
LMPK12112152,Quercetin 3-(6''''-caffeylsophorotrioside),C42H46O25
LMPK12112153,Quercetin 3-(6''''-ferulylsophorotrioside),C43H48O25
LMPK12112154,Quercetin 3-(6''''-sinapylsophorotrioside),C44H50O26
LMPK12112155,Quercetin 3-(2'''-p-coumarylsambubioside)-7-glucoside,C41H44O23
LMPK12112156,Quercetin 3-(2'''-caffeylsambubioside)-7-glucoside,C41H44O24
LMPK12112157,Quercetin 3-(2'''-ferulylsambubioside)-7-glucoside,C42H46O24
LMPK12112158,Quercetin 3-p-coumarylsophoroside-7-glucoside,C42H46O24
LMPK12112159,Quercetin 3-(2'''-(E)-caffeylsophoroside]-7-glucoside,C42H46O25
LMPK12112160,Quercetin 3-[2'''-(E)-caffeylsophoroside]-7-glucoside,C43H48O25
LMPK12112161,Quercetin 3-(3'''-benzoylsophoroside)-7-rhamnoside,C40H44O22
LMPK12112162,Quercetin 3-(6'''-p-coumaryl-gentiobioside)-7-rhamnoside,C42H46O23
LMPK12112163,Quercetin 3-O-beta-(6''-O-E-p-coumaroylglucoside)-7-O-beta-glucoside,C36H36O19
LMPK12112164,Quercetin 7-O-(6-trans-caffeoyl)-beta-glucopyranosyl-(1->3)-alpha-rhamnopyranoside-3-O-beta-glucopyranoside,C42H46O24
LMPK12112165,Quercetin 3-(3''-sulfatoglucoside),C21H20O15S
LMPK12112166,8-C-Methylquercetin 3-xyloside,C21H20O11
LMPK12112167,Avicularin,C20H18O11
LMPK12112168,Guaijaverin,C20H18O11
LMPK12112169,Quercetin 3-beta-L-arabinopyranoside,C20H18O11
LMPK12112170,Quercetin 3-alloside,C21H20O12
LMPK12112171,Quercitrin,C21H20O11
LMPK12112172,Quercetin 3-galacturonide,C21H18O13
LMPK12112173,Miquelianin,C21H18O13
LMPK12112174,Quercetin 3-(6''-methylglucuronide),C22H20O13
LMPK12112175,Quercetin 3-(6''-ethylglucuronide),C23H22O13
LMPK12112176,Quercetin 5-glucoside,C21H20O12
LMPK12112177,Quercetin 7-xyloside,C20H18O11
LMPK12112178,Quercetin 7-galactoside,C21H20O12
LMPK12112179,Quercimeritrin,C21H20O12
LMPK12112180,Quercetin 7-rhamnoside,C21H20O11
LMPK12112181,Quercetin 7-glucuronide,C21H18O13
LMPK12112182,Quercetin 3'-xyloside,C20H18O11
LMPK12112183,3_5_7_3'_4'-Pentahydroxyflavone,C21H20O12
LMPK12112184,Spiraeoside,C21H20O12
LMPK12112185,Quercetin 3-apiosyl-(1->2)-alpha-L-arabinopyranoside,C25H26O15
LMPK12112186,Quercetin 3-xylosyl-(1->2)-alpha-L-arabinofuranoside,C25H26O15
LMPK12112187,Quercetin 3-rhamnosyl-(1->2)-alpha-L-arabinopyranoside,C26H28O15
LMPK12112188,Quercetin 3-apiosyl-(1->2)-xyloside,C25H26O15
LMPK12112189,Quercetin 3-glucosyl-(1->2)-xyloside,C26H28O16
LMPK12112190,Quercetin 3-glucosyl-(1->4)-mannoside,C27H30O17
LMPK12112191,Quercetin 3-xylosyl-(1->2)-rhamnoside,C26H28O15
LMPK12112192,Quercetin 3-galactosyl-(1->4)-rhamnoside,C27H30O16
LMPK12112193,Quercetin 3-glucosyl-(1->2)-rhamnoside,C27H30O16
LMPK12112194,Quercetin 3-glucosyl-(1->4)-rhamnoside,C27H30O16
LMPK12112195,Quercetin 3-alpha-L-arabionopyranoside-7-glucoside,C26H28O16
LMPK12112196,Quercetin 3-xyloside-7-glucoside,C26H28O16
LMPK12112197,Quercetin 3-xyloside-7-rhamnoside,C26H28O15
LMPK12112198,Quercetin 3-rhamnoside-7-alpha-L-arabinopyranoside,C26H28O15
LMPK12112199,Quercetin 3-rhamnoside-7-glucoside,C27H30O16
LMPK12112200,Quercetin 3_7-dirhamnoside,C27H30O15
LMPK12112201,Quercetin 3-glucuronide-7-glucoside,C27H28O18
LMPK12112202,Quercetin 3_7-diglucuronide,C27H26O19
LMPK12112203,Quercetin 7-rutinoside,C27H30O16
LMPK12112204,Quercetin 7_4'-diglucoside,C27H30O17
LMPK12112205,Primflaside,C31H36O20
LMPK12112206,Quercetin 3-glucosyl-(1->4)-xylosyl-(1->4)-rhamnoside,C32H38O20
LMPK12112207,Quercetin 3-glucosyl-(1->6)-glucosyl-(1->4)-rhamnoside,C33H40O21
LMPK12112208,Quercetin 3-glucosyl-(1->2)-rhamnoside-7-rhamnoside,C33H40O20
LMPK12112209,Quercetin 3-xylosyl-(1->2)-rhamnoside-4'-rhamnoside,C32H38O19
LMPK12112210,Quercetin 3-glucuronide-7-rutinoside,C33H38O22
LMPK12112211,Quercetin 3-(3''-acetyl-alpha-L-arabinofuranoside),C22H20O12
LMPK12112212,Quercetin 3-(2''-galloyl-alpha-L-arabinopyranoside),C27H22O15
LMPK12112213,Quercetin 3-(3''-acetylrhamnoside),C23H22O12
LMPK12112214,Quercetin 3-(4''-acetylrhamnoside),C23H22O12
LMPK12112215,Quercetin 3-(2''-galloylrhamnoside),C28H24O15
LMPK12112216,Quercetin 3-(2''-p-hydroxybenzoyl-4''-p-coumarylrhamnoside),C37H30O15
LMPK12112217,Quercetin 3-(2''-caffeylglucuronide),C30H24O16
LMPK12112218,Quercetin 4'-(6''-galloylglucoside),C28H24O16
LMPK12112219,-,C36H36O18
LMPK12112220,Quercetin 3-(6-[4-glucosyl-p-coumaryl]glucosyl)(1->2)-rhamnoside,C42H46O23
LMPK12112221,Quercetin 3-(6'''-acetylglucosyl)(1->4)-rhamnoside,C29H32O17
LMPK12112222,Quercetin 3-(4''-acetylrhamnoside)-7-rhamnoside,C29H32O16
LMPK12112223,Quercetin 3-(6'''-p-coumarylglucosyl)(1->2)-rhamnoside-7-glucoside,C42H46O23
LMPK12112224,Quercetin 3'-glucoside-7-acetate,C23H22O13
LMPK12112225,Quercetin 3-O-[6''-O-rhamnosyl)glucoside] 7-O-rhamnoside,C33H40O20
LMPK12112226,Quercetin 3-O-alpha-D-arabinopyranoside,C20H18O11
LMPK12112227,Quercetin 5-glucuronide,C21H18O13
LMPK12112228,Quercetin 4'-galactoside,C20H18O12
LMPK12112229,Quercetin 4'-glucuronide,C21H18O13
LMPK12112230,Artabotryside A,C26H28O15
LMPK12112231,Quercetin 3-alpha-L-arabinofuranosyl-(1->2)-glucoside,C26H28O16
LMPK12112232,Horridin (flavone),C27H30O15
LMPK12112233,Quercetin 3-glucosyl-(1->2)-rhamnoside,C27H30O16
LMPK12112234,Quercetin 3-galactosyl-(1->2)-rhamnoside,C27H30O16
LMPK12112235,Quercetin 3-glucosyl-(1->3)-galactoside,C27H30O17
LMPK12112236,Quercetin 3-glucosyl-(1->2)-glucuronide,C27H28O18
LMPK12112237,Quercetin 3-rhamnoside-3'-glucoside,C27H30O16
